game_id,team_id,plus_minus,avg_opp_elo,is_home,days_since_last,is_back_to_back
0021900943,1610612763,17.0,1516.2207613921323,1.0,1.0,1.0
0021900943,1610612737,-17.0,1487.7842435412285,0.0,1.0,1.0
0021900945,1610612757,-12.0,1507.3971557256052,1.0,1.0,1.0
0021900953,1610612745,-20.0,1501.038400524498,1.0,1.0,1.0
0021900954,1610612739,3.0,1521.9253881230427,1.0,1.0,1.0
0021900955,1610612765,-12.0,1528.056246158222,0.0,1.0,1.0
0021900956,1610612758,-5.0,1507.0170411864553,1.0,1.0,1.0
0021900958,1610612749,-14.0,1511.9059562448313,0.0,1.0,1.0
0021900959,1610612761,9.0,1476.6817567145238,0.0,1.0,1.0
0021900969,1610612752,5.0,1469.0286973987093,0.0,1.0,1.0
0021900973,1610612742,16.0,1456.4083526670686,1.0,1.0,1.0
0021901252,1610612764,-11.0,1458.2422043975328,1.0,1.0,1.0
0021901253,1610612763,-10.0,1507.3287760310916,0.0,1.0,1.0
0021901254,1610612759,-2.0,1511.2357040728605,0.0,1.0,1.0
0021901259,1610612754,11.0,1504.5087668775493,1.0,1.0,1.0
0021901260,1610612748,6.0,1475.2954864822887,1.0,1.0,1.0
0021901266,1610612753,-10.0,1469.3977061965816,1.0,1.0,1.0
0021901267,1610612751,-34.0,1508.995882924418,0.0,1.0,1.0
0021901267,1610612738,34.0,1538.6276089511468,1.0,1.0,1.0
0021901272,1610612743,-10.0,1503.900856822131,1.0,1.0,1.0
0021901273,1610612747,-16.0,1558.6118837063364,0.0,1.0,1.0
0021901276,1610612758,-13.0,1499.865804178671,0.0,1.0,1.0
0021901278,1610612740,11.0,1502.9781472825134,1.0,1.0,1.0
0021901281,1610612762,-2.0,1511.253994679452,0.0,1.0,1.0
0021901289,1610612757,3.0,1503.7284334451988,1.0,1.0,1.0
0021901291,1610612746,-9.0,1536.7723964789263,1.0,1.0,1.0
0021901292,1610612760,-27.0,1519.8854803445886,0.0,1.0,1.0
0021901294,1610612761,8.0,1519.1499253629522,0.0,1.0,1.0
0021901299,1610612756,13.0,1513.4084055793162,0.0,1.0,1.0
0021901300,1610612742,-3.0,1510.35353402586,1.0,1.0,1.0
0021901303,1610612749,13.0,1552.296568513413,0.0,1.0,1.0
0021901304,1610612745,-4.0,1510.735436525624,1.0,1.0,1.0
